player,display_name,photo,flag,club_logo,club,theme_color
HEEREN Renaud,HEEREN Renaud,assets/players/heeren-renaud.png,assets/flags/be.png,assets/clubs/default.png,,#F59E0B
HAESELEER Christian,HAESELEER Christian,assets/players/haeseleer-christian.png,assets/flags/be.png,assets/clubs/acl.png,ACL,#F59E0B
BALAŸ Éric,BALAŸ Éric,assets/players/balay-eric.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
BOUCHERAND Marie-Hélène,BOUCHERAND Marie-Hélène,assets/players/boucherand-marie-helene.png,assets/flags/fr.png,assets/clubs/vinay.png,Vinay,#1D4ED8
COMBE Christian,COMBE Christian,assets/players/combe-christian.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DUBOIS Jean-Marc,DUBOIS Jean-Marc,assets/players/dubois-jean-marc.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
FECHE Chantal,FECHE Chantal,assets/players/feche-chantal.png,assets/flags/fr.png,assets/clubs/saint-priest-en-jarez.png,Saint-Priest-en-Jarez,#1D4ED8
RAVEL Paul,RAVEL Paul,assets/players/ravel-paul.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ABBA Ymeddine,ABBA Ymeddine,assets/players/abba-ymeddine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ADAMS Samuel,ADAMS Samuel,assets/players/adams-samuel.png,assets/flags/fr.png,assets/clubs/peronnas.png,Péronnas,#1D4ED8
AGUSTI Françoise,AGUSTI Françoise,assets/players/agusti-francoise.png,assets/flags/fr.png,assets/clubs/default.png,,#EA580C
ALARY Tristan,ALARY Tristan,assets/players/alary-tristan.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ALBOUY Éric,ALBOUY Éric,assets/players/albouy-eric.png,assets/flags/fr.png,assets/clubs/toulouse.png,Toulouse,#EA580C
ALLARD Jeanine,ALLARD Jeanine,assets/players/allard-jeanine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ALLOUCH Julie,ALLOUCH Julie,assets/players/allouch-julie.png,assets/flags/fr.png,assets/clubs/default.png,,#DB2777
AMBROISE Annick,AMBROISE Annick,assets/players/ambroise-annick.png,assets/flags/fr.png,assets/clubs/luce.png,Lucé,#111827
AMEWOKOUNOU Léon,AMEWOKOUNOU Léon,assets/players/amewokounou-leon.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ANDRÉ Alfreda,ANDRÉ Alfreda,assets/players/andre-alfreda.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ANDRÉ Christiane,ANDRÉ Christiane,assets/players/andre-christiane.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ANGLADE Brigitte,ANGLADE Brigitte,assets/players/anglade-brigitte.png,assets/flags/fr.png,assets/clubs/bon-encontre.png,Bon-Encontre,#EA580C
ARANAZ Régine,ARANAZ Régine,assets/players/aranaz-regine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
ARANDA Enrique,ARANDA Enrique,assets/players/aranda-enrique.png,assets/flags/be.png,assets/clubs/default.png,,#F59E0B
ARRIGHI Jean-Claude,ARRIGHI Jean-Claude,assets/players/arrighi-jean-claude.png,assets/flags/fr.png,assets/clubs/marseille.png,Marseille,#DB2777
ASPE Sylvie,ASPE Sylvie,assets/players/aspe-sylvie.png,assets/flags/fr.png,assets/clubs/default.png,,#111827
ASSUMEL Pierre,ASSUMEL Pierre,assets/players/assumel-pierre.png,assets/flags/fr.png,assets/clubs/peronnas.png,Péronnas,#1D4ED8
ASSUMEL Rémi,ASSUMEL Rémi,assets/players/assumel-remi.png,assets/flags/fr.png,assets/clubs/dijon.png,Dijon,#1D4ED8
AUBRIÈRE Marie-Christine,AUBRIÈRE Marie-Christine,assets/players/aubriere-marie-christine.png,assets/flags/fr.png,assets/clubs/royan.png,Royan,#0F766E
AUBRY Claire,AUBRY Claire,assets/players/aubry-claire.png,assets/flags/fr.png,assets/clubs/paray-vieille-poste.png,Paray-Vieille-Poste,#111827
AUSSANT Thérèse,AUSSANT Thérèse,assets/players/aussant-therese.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
AUZANNEAU Maxime,AUZANNEAU Maxime,assets/players/auzanneau-maxime.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
AVOGNON Brice,AVOGNON Brice,assets/players/avognon-brice.png,assets/flags/be.png,assets/clubs/default.png,,#F59E0B
AVRIL Josette,AVRIL Josette,assets/players/avril-josette.png,assets/flags/fr.png,assets/clubs/vannes.png,Vannes,#0F766E
AYOUN Joëlle,AYOUN Joëlle,assets/players/ayoun-joelle.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BAILLIEUX Monique,BAILLIEUX Monique,assets/players/baillieux-monique.png,assets/flags/be.png,assets/clubs/dour.png,Dour,#F59E0B
BAKAYOKO Ahmed,BAKAYOKO Ahmed,assets/players/bakayoko-ahmed.png,assets/flags/fr.png,assets/clubs/viroflay.png,Viroflay,#111827
BALAY Éric,BALAY Éric,assets/players/balay-eric.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
BALLAROTTA Benjamin,BALLAROTTA Benjamin,assets/players/ballarotta-benjamin.png,assets/flags/fr.png,assets/clubs/paris.png,Paris,#111827
BARBET Catherine,BARBET Catherine,assets/players/barbet-catherine.png,assets/flags/fr.png,assets/clubs/saint-lo.png,Saint-Lô,#2563EB
BARBET Marie-France,BARBET Marie-France,assets/players/barbet-marie-france.png,assets/flags/fr.png,assets/clubs/dijon.png,Dijon,#1D4ED8
BARCET Vincent,BARCET Vincent,assets/players/barcet-vincent.png,assets/flags/fr.png,assets/clubs/default.png,,#DB2777
BARDOUX Ludovic,BARDOUX Ludovic,assets/players/bardoux-ludovic.png,assets/flags/fr.png,assets/clubs/douai.png,Douai,#DC2626
BARGAS Christophe,BARGAS Christophe,assets/players/bargas-christophe.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BARJOT Richard,BARJOT Richard,assets/players/barjot-richard.png,assets/flags/fr.png,assets/clubs/durtol.png,Durtol,#1D4ED8
BARON Mickaël,BARON Mickaël,assets/players/baron-mickael.png,assets/flags/fr.png,assets/clubs/vannes.png,Vannes,#0F766E
BARREAU Alain,BARREAU Alain,assets/players/barreau-alain.png,assets/flags/fr.png,assets/clubs/ambert.png,Ambert,#1D4ED8
BARREAU Élisabeth,BARREAU Élisabeth,assets/players/barreau-elisabeth.png,assets/flags/fr.png,assets/clubs/ambert.png,Ambert,#1D4ED8
BASTIN Nicolas,BASTIN Nicolas,assets/players/bastin-nicolas.png,assets/flags/fr.png,assets/clubs/viroflay.png,Viroflay,#111827
BAUDRY Françoise,BAUDRY Françoise,assets/players/baudry-francoise.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BAUDU André,BAUDU André,assets/players/baudu-andre.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BAYOUMEU Franck,BAYOUMEU Franck,assets/players/bayoumeu-franck.png,assets/flags/fr.png,assets/clubs/tarbes.png,Tarbes,#EA580C
BELLEIL Jacques,BELLEIL Jacques,assets/players/belleil-jacques.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BENOIT Rémi,BENOIT Rémi,assets/players/benoit-remi.png,assets/flags/fr.png,assets/clubs/default.png,,#DB2777
BENTKOWSKI Marie,BENTKOWSKI Marie,assets/players/bentkowski-marie.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BERLAN Marielle,BERLAN Marielle,assets/players/berlan-marielle.png,assets/flags/fr.png,assets/clubs/toulouse.png,Toulouse,#EA580C
BERNARD Denise,BERNARD Denise,assets/players/bernard-denise.png,assets/flags/fr.png,assets/clubs/vannes.png,Vannes,#0F766E
BERNARD Pascal,BERNARD Pascal,assets/players/bernard-pascal.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BERNARD Patrick,BERNARD Patrick,assets/players/bernard-patrick.png,assets/flags/fr.png,assets/clubs/vannes.png,Vannes,#0F766E
BERNARD Pierre,BERNARD Pierre,assets/players/bernard-pierre.png,assets/flags/fr.png,assets/clubs/la-roche-sur-yon.png,La-Roche-sur-Yon,#059669
BERRUER Sylvie,BERRUER Sylvie,assets/players/berruer-sylvie.png,assets/flags/fr.png,assets/clubs/domerat.png,Domérat,#1D4ED8
BERTHOMÉ Michel,BERTHOMÉ Michel,assets/players/berthome-michel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BERTRAND Benoît,BERTRAND Benoît,assets/players/bertrand-benoit.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BITEAU Anne-Marie,BITEAU Anne-Marie,assets/players/biteau-anne-marie.png,assets/flags/fr.png,assets/clubs/niort.png,Niort,#0F766E
BIÉLEC Frédéric,BIÉLEC Frédéric,assets/players/bielec-frederic.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BIÉLEC Suzanne,BIÉLEC Suzanne,assets/players/bielec-suzanne.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BLANCHET Mathieu,BLANCHET Mathieu,assets/players/blanchet-mathieu.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BLAYE Arnaud,BLAYE Arnaud,assets/players/blaye-arnaud.png,assets/flags/fr.png,assets/clubs/default.png,,#111827
BOCHAND Audrey,BOCHAND Audrey,assets/players/bochand-audrey.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
BOCHAND Suzanne,BOCHAND Suzanne,assets/players/bochand-suzanne.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
BOISUMEAU Ghislaine,BOISUMEAU Ghislaine,assets/players/boisumeau-ghislaine.png,assets/flags/fr.png,assets/clubs/niort.png,Niort,#0F766E
BOLKA Jimmy,BOLKA Jimmy,assets/players/bolka-jimmy.png,assets/flags/fr.png,assets/clubs/villeneuve-dascq.png,Villeneuve d'Ascq,#DC2626
BOLLE Marie-Jo,BOLLE Marie-Jo,assets/players/bolle-marie-jo.png,assets/flags/fr.png,assets/clubs/dunkerque.png,Dunkerque,#DC2626
BOLOGNE Jacques,BOLOGNE Jacques,assets/players/bologne-jacques.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BONJOUR Dominique,BONJOUR Dominique,assets/players/bonjour-dominique.png,assets/flags/fr.png,assets/clubs/gleize.png,Gleizé,#1D4ED8
BONTHOUX Julien,BONTHOUX Julien,assets/players/bonthoux-julien.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
BONY Alan,BONY Alan,assets/players/bony-alan.png,assets/flags/fr.png,assets/clubs/le-creusot.png,Le Creusot,#7C3AED
BOSSARD Lucette,BOSSARD Lucette,assets/players/bossard-lucette.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BOSSEMAN Sébastien,BOSSEMAN Sébastien,assets/players/bosseman-sebastien.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BOSSER Vincent,BOSSER Vincent,assets/players/bosser-vincent.png,assets/flags/fr.png,assets/clubs/caen.png,Caen,#2563EB
BOUCHET Brigitte,BOUCHET Brigitte,assets/players/bouchet-brigitte.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BOUCHEZ Patrick,BOUCHEZ Patrick,assets/players/bouchez-patrick.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
BOUKALA Pascal,BOUKALA Pascal,assets/players/boukala-pascal.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BOULESTEIX Claude,BOULESTEIX Claude,assets/players/boulesteix-claude.png,assets/flags/fr.png,assets/clubs/saint-priest-en-jarez.png,Saint-Priest-en-Jarez,#1D4ED8
BOULICOT Christine,BOULICOT Christine,assets/players/boulicot-christine.png,assets/flags/fr.png,assets/clubs/durtol.png,Durtol,#1D4ED8
BOUQUIAUX Christel,BOUQUIAUX Christel,assets/players/bouquiaux-christel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BOURGEON Céline,BOURGEON Céline,assets/players/bourgeon-celine.png,assets/flags/fr.png,assets/clubs/la-roche-sur-yon.png,La Roche-sur-Yon,#0F766E
BOURGEON Didier,BOURGEON Didier,assets/players/bourgeon-didier.png,assets/flags/fr.png,assets/clubs/domerat.png,Domérat,#1D4ED8
BOURMEAU Annick,BOURMEAU Annick,assets/players/bourmeau-annick.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BOUSSUGE Nadia,BOUSSUGE Nadia,assets/players/boussuge-nadia.png,assets/flags/fr.png,assets/clubs/saint-flour.png,Saint-Flour,#1D4ED8
BOUVET Jocelyne,BOUVET Jocelyne,assets/players/bouvet-jocelyne.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BOUVIER Louise,BOUVIER Louise,assets/players/bouvier-louise.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BRAGANTI Patrick,BRAGANTI Patrick,assets/players/braganti-patrick.png,assets/flags/fr.png,assets/clubs/laxou.png,Laxou,#7C3AED
BRASSET Catherine,BRASSET Catherine,assets/players/brasset-catherine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BRENEZ Alain,BRENEZ Alain,assets/players/brenez-alain.png,assets/flags/be.png,assets/clubs/dour.png,Dour,#F59E0B
BRET Sébastien,BRET Sébastien,assets/players/bret-sebastien.png,assets/flags/fr.png,assets/clubs/saint-martin-dheres.png,Saint-Martin-d'Hères,#1D4ED8
BRIOT Michèle,BRIOT Michèle,assets/players/briot-michele.png,assets/flags/fr.png,assets/clubs/viileneuve-dascq.png,Viileneuve d'Ascq,#DC2626
BROSSEAU Dany,BROSSEAU Dany,assets/players/brosseau-dany.png,assets/flags/fr.png,assets/clubs/tarbes-nord.png,Tarbes-Nord,#EA580C
BUISSET Geneviève,BUISSET Geneviève,assets/players/buisset-genevieve.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BUNOUF Corentin,BUNOUF Corentin,assets/players/bunouf-corentin.png,assets/flags/fr.png,assets/clubs/viroflay.png,Viroflay,#111827
BUY Franco,BUY Franco,assets/players/buy-franco.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BÉLANGÉ Chantal,BÉLANGÉ Chantal,assets/players/belange-chantal.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
BÉLARD Michel,BÉLARD Michel,assets/players/belard-michel.png,assets/flags/fr.png,assets/clubs/domerat.png,Domérat,#1D4ED8
BÉRAUD Jean-Pierre,BÉRAUD Jean-Pierre,assets/players/beraud-jean-pierre.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
BÉRAUD Monique,BÉRAUD Monique,assets/players/beraud-monique.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
BÉROUD-BLANC Irène,BÉROUD-BLANC Irène,assets/players/beroud-blanc-irene.png,assets/flags/fr.png,assets/clubs/tarare.png,Tarare,#1D4ED8
CABANE Hélène,CABANE Hélène,assets/players/cabane-helene.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CABIRO Janine,CABIRO Janine,assets/players/cabiro-janine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CADIOU Éric,CADIOU Éric,assets/players/cadiou-eric.png,assets/flags/fr.png,assets/clubs/brest.png,Brest,#2563EB
CAILLOT Josiane,CAILLOT Josiane,assets/players/caillot-josiane.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CALAIS Jean-Manuel,CALAIS Jean-Manuel,assets/players/calais-jean-manuel.png,assets/flags/fr.png,assets/clubs/default.png,,#111827
CALIFICE Christine,CALIFICE Christine,assets/players/califice-christine.png,assets/flags/be.png,assets/clubs/montegnee.png,Montegnée,#F59E0B
CAMBLONCQ Thierry,CAMBLONCQ Thierry,assets/players/cambloncq-thierry.png,assets/flags/fr.png,assets/clubs/pau.png,,#EA580C
CAPPELLE Rémy,CAPPELLE Rémy,assets/players/cappelle-remy.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CARIOU Marie-Aude,CARIOU Marie-Aude,assets/players/cariou-marie-aude.png,assets/flags/fr.png,assets/clubs/vannes.png,Vannes,#0F766E
CARLIER Bruno,CARLIER Bruno,assets/players/carlier-bruno.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CARTALLIER Érick,CARTALLIER Érick,assets/players/cartallier-erick.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CARTAULT Jean-Louis,CARTAULT Jean-Louis,assets/players/cartault-jean-louis.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CASTELIN Laurence,CASTELIN Laurence,assets/players/castelin-laurence.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CASTELIN Mathieu,CASTELIN Mathieu,assets/players/castelin-mathieu.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CASTELIN Maxime,CASTELIN Maxime,assets/players/castelin-maxime.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CELLIER Bernard,CELLIER Bernard,assets/players/cellier-bernard.png,assets/flags/fr.png,assets/clubs/gleize.png,Gleizé,#1D4ED8
CELLIER Nicolas,CELLIER Nicolas,assets/players/cellier-nicolas.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CERCIO Denise,CERCIO Denise,assets/players/cercio-denise.png,assets/flags/fr.png,assets/clubs/la-ciotat.png,La Ciotat,#DB2777
CHAIGNEAU Sylvie,CHAIGNEAU Sylvie,assets/players/chaigneau-sylvie.png,assets/flags/fr.png,assets/clubs/le-havre.png,Le Havre,#2563EB
CHAIZE Joël,CHAIZE Joël,assets/players/chaize-joel.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
CHAPELET Anne,CHAPELET Anne,assets/players/chapelet-anne.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CHAPELIN Danielle,CHAPELIN Danielle,assets/players/chapelin-danielle.png,assets/flags/fr.png,assets/clubs/saint-priest-en-jarez.png,Saint-Priest-en-Jarez,#1D4ED8
CHARVIER Jean-Baptiste,CHARVIER Jean-Baptiste,assets/players/charvier-jean-baptiste.png,assets/flags/fr.png,assets/clubs/default.png,,#1D4ED8
CHASSARD Alexandre,CHASSARD Alexandre,assets/players/chassard-alexandre.png,assets/flags/fr.png,assets/clubs/lyon.png,Lyon,#1D4ED8
CHASSIGNEUX Carine,CHASSIGNEUX Carine,assets/players/chassigneux-carine.png,assets/flags/fr.png,assets/clubs/default.png,,#DB2777
CHASSIGNOL Édith,CHASSIGNOL Édith,assets/players/chassignol-edith.png,assets/flags/fr.png,assets/clubs/tarare.png,Tarare,#1D4ED8
CHESNEAU Michel,CHESNEAU Michel,assets/players/chesneau-michel.png,assets/flags/be.png,assets/clubs/default.png,,#F59E0B
CHEVROLLIER Pascal,CHEVROLLIER Pascal,assets/players/chevrollier-pascal.png,assets/flags/fr.png,assets/clubs/cholet.png,Cholet,#0F766E
CHIBAH Kamel,CHIBAH Kamel,assets/players/chibah-kamel.png,assets/flags/fr.png,assets/clubs/durtol.png,Durtol,#1D4ED8
CHIRIO Nicole,CHIRIO Nicole,assets/players/chirio-nicole.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CHIROUSE Micheline,CHIROUSE Micheline,assets/players/chirouse-micheline.png,assets/flags/fr.png,assets/clubs/royan.png,Royan,#0F766E
CHOLLET Véronique,CHOLLET Véronique,assets/players/chollet-veronique.png,assets/flags/fr.png,assets/clubs/saint-priest-en-jarez.png,Saint-Priest-en-Jarez,#1D4ED8
CHOUFFART André,CHOUFFART André,assets/players/chouffart-andre.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CHÂTELAIN Maryse,CHÂTELAIN Maryse,assets/players/chatelain-maryse.png,assets/flags/fr.png,assets/clubs/viileneuve-dascq.png,Viileneuve d'Ascq,#DC2626
CLAUS Quentin,CLAUS Quentin,assets/players/claus-quentin.png,assets/flags/be.png,assets/clubs/bruxelles.png,Bruxelles,#F59E0B
CLÉRO Mona,CLÉRO Mona,assets/players/clero-mona.png,assets/flags/fr.png,assets/clubs/vannes.png,Vannes,#0F766E
COBET Patrice,COBET Patrice,assets/players/cobet-patrice.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COHEN Joëlle,COHEN Joëlle,assets/players/cohen-joelle.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COHEN René,COHEN René,assets/players/cohen-rene.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COLARD Jacques,COLARD Jacques,assets/players/colard-jacques.png,assets/flags/fr.png,assets/clubs/saint-martin-dheres.png,Saint-Martin-d'Hères,#1D4ED8
COMBE Christiane,COMBE Christiane,assets/players/combe-christiane.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COMBES Pascale,COMBES Pascale,assets/players/combes-pascale.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COMPERNOLLE Claude,COMPERNOLLE Claude,assets/players/compernolle-claude.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COMTE Aurélien,COMTE Aurélien,assets/players/comte-aurelien.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COMÈS Stéphane,COMÈS Stéphane,assets/players/comes-stephane.png,assets/flags/be.png,assets/clubs/bruxelles.png,Bruxelles,#F59E0B
CONSTANCIEN Christian,CONSTANCIEN Christian,assets/players/constancien-christian.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CORDIER Killian,CORDIER Killian,assets/players/cordier-killian.png,assets/flags/be.png,assets/clubs/chimay.png,Chimay,#F59E0B
CORNANT Monique,CORNANT Monique,assets/players/cornant-monique.png,assets/flags/be.png,assets/clubs/dour.png,Dour,#F59E0B
CORNOT Rémi,CORNOT Rémi,assets/players/cornot-remi.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CORNOUILLER Bruno,CORNOUILLER Bruno,assets/players/cornouiller-bruno.png,assets/flags/be.png,assets/clubs/default.png,,#F59E0B
CORNOUILLER Héloïse,CORNOUILLER Héloïse,assets/players/cornouiller-heloise.png,assets/flags/be.png,assets/clubs/default.png,,#F59E0B
CORREIA Lucienne,CORREIA Lucienne,assets/players/correia-lucienne.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COSTE Denis,COSTE Denis,assets/players/coste-denis.png,assets/flags/fr.png,assets/clubs/default.png,,#DB2777
COTTET Alexi,COTTET Alexi,assets/players/cottet-alexi.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COUBLUCQ Alain,COUBLUCQ Alain,assets/players/coublucq-alain.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COUMES Joël,COUMES Joël,assets/players/coumes-joel.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COURAYE DU PARC Marie-Thérèse,COURAYE DU PARC Marie-Thérèse,assets/players/couraye-du-parc-marie-therese.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
COURBI Olivier,COURBI Olivier,assets/players/courbi-olivier.png,assets/flags/fr.png,assets/clubs/default.png,,#DB2777
COUTAREL Émilie,COUTAREL Émilie,assets/players/coutarel-emilie.png,assets/flags/fr.png,assets/clubs/saint-flour.png,Saint-Flour,#1D4ED8
COUTURE Didier,COUTURE Didier,assets/players/couture-didier.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
CROCHET Dominique,CROCHET Dominique,assets/players/crochet-dominique.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DA SILVA Cédric,DA SILVA Cédric,assets/players/da-silva-cedric.png,assets/flags/fr.png,assets/clubs/dijon.png,Dijon,#7C3AED
DAGUISÉ Bernard,DAGUISÉ Bernard,assets/players/daguise-bernard.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DAILLY Bernard,DAILLY Bernard,assets/players/dailly-bernard.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DALLET Gilbert,DALLET Gilbert,assets/players/dallet-gilbert.png,assets/flags/fr.png,assets/clubs/verrines-sous-celles.png,Verrines-sous-Celles,#0F766E
DALLET Sylvette,DALLET Sylvette,assets/players/dallet-sylvette.png,assets/flags/fr.png,assets/clubs/verrines-sous-celles.png,Verrines-sous-Celles,#0F766E
DAMBRE Bruno,DAMBRE Bruno,assets/players/dambre-bruno.png,assets/flags/fr.png,assets/clubs/default.png,,#DC2626
DANDURAN Claude,DANDURAN Claude,assets/players/danduran-claude.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DARDENNE Chantal,DARDENNE Chantal,assets/players/dardenne-chantal.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DARIDAN Daniel,DARIDAN Daniel,assets/players/daridan-daniel.png,assets/flags/fr.png,assets/clubs/toulouse.png,Toulouse,#EA580C
DARIDAN Yvaine,DARIDAN Yvaine,assets/players/daridan-yvaine.png,assets/flags/fr.png,assets/clubs/toulouse.png,Toulouse,#EA580C
DAVESNE Thérèse,DAVESNE Thérèse,assets/players/davesne-therese.png,assets/flags/fr.png,assets/clubs/la-roche-sur-yon.png,La Roche-sur-Yon,#0F766E
DAVID Marie-France,DAVID Marie-France,assets/players/david-marie-france.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DE COCK Évelyne,DE COCK Évelyne,assets/players/de-cock-evelyne.png,assets/flags/fr.png,assets/clubs/epernay.png,Épernay,#7C3AED
DE COURTILLOLES Marie-Laurence,DE COURTILLOLES Marie-Laurence,assets/players/de-courtilloles-marie-laurence.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DE LA CORBIÈRE Geneviève,DE LA CORBIÈRE Geneviève,assets/players/de-la-corbiere-genevieve.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DE MAZANCOURT Pierre,DE MAZANCOURT Pierre,assets/players/de-mazancourt-pierre.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DEHIER Jacques,DEHIER Jacques,assets/players/dehier-jacques.png,assets/flags/fr.png,assets/clubs/royan.png,Royan,#0F766E
DELANOË Marylène,DELANOË Marylène,assets/players/delanoe-marylene.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DELAUNAY Danièle,DELAUNAY Danièle,assets/players/delaunay-daniele.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DELAVAL Olivier,DELAVAL Olivier,assets/players/delaval-olivier.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DELORME Jean-Pierre,DELORME Jean-Pierre,assets/players/delorme-jean-pierre.png,assets/flags/fr.png,assets/clubs/peronnas.png,Péronnas,#1D4ED8
DELZENNE Philippe,DELZENNE Philippe,assets/players/delzenne-philippe.png,assets/flags/fr.png,assets/clubs/viileneuve-dascq.png,Viileneuve d'Ascq,#DC2626
DEMANGE Jean-François,DEMANGE Jean-François,assets/players/demange-jean-francois.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DENIAU Michel,DENIAU Michel,assets/players/deniau-michel.png,assets/flags/fr.png,assets/clubs/paris.png,Paris,#111827
DENIS Christine,DENIS Christine,assets/players/denis-christine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DENIS Pascal,DENIS Pascal,assets/players/denis-pascal.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DENIS Thierry,DENIS Thierry,assets/players/denis-thierry.png,assets/flags/fr.png,assets/clubs/saint-priest-en-jarez.png,Saint-Priest-en-Jarez,#1D4ED8
DENIZET Catherine,DENIZET Catherine,assets/players/denizet-catherine.png,assets/flags/fr.png,assets/clubs/vannes.png,Vannes,#0F766E
DENOUAL Marie-Christine,DENOUAL Marie-Christine,assets/players/denoual-marie-christine.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DERLON Josiane,DERLON Josiane,assets/players/derlon-josiane.png,assets/flags/fr.png,assets/clubs/default.png,,#444444
DEROUVROY Odile,DEROUVROY Odile,assets/players/derouvroy-odile.png,assets/flags/fr.png,assets/clubs/domerat.png,Domérat,#1D4ED8
DESCHEPPER Jocelyne,DESCHEPPER Jocelyne,assets/players/deschepper-jocelyne.png,assets/flags/fr.png,assets/clubs/dijon.png,Dijon,#1D4ED8
